Geneid	wt-phage-35_R1	wt-phage-35_R3	wt-phage-35_R4	wt-phage-35_R5	wt-phage-60_R1	wt-phage-60_R2	wt-phage-60_R3	wt-phage-60_R4	wt-phage-120_R1	wt-phage-120_R2	wt-phage-120_R3	wt-phage-120_R4	Entity	Symbol	is_outlier	outlier_info
gene-R0792_RS04730	67	57	58	35	45	61	69	53	45	35	53	59	host	gene-R0792_RS04730	False	
gene-R0792_RS23245	36	41	40	49	14	50	35	37	57	29	59	29	host	gene-R0792_RS23245	False	
gene-R0792_RS19255	6	3	6	7	3	8	13	9	14	4	7	5	host	gene-R0792_RS19255	False	
gene-R0792_RS14345	27	24	28	34	20	36	33	24	28	16	26	28	host	gene-R0792_RS14345	False	
gene-R0792_RS29915	14	9	11	8	5	18	18	12	17	7	12	8	host	gene-R0792_RS29915	False	
gene-R0792_RS04375	34	31	51	26	11	27	29	20	15	18	22	14	host	pscS	False	
gene-R0792_RS14465	41	58	59	69	19	37	47	27	26	13	27	12	host	arnF	False	
gene-R0792_RS12400	7	11	15	4	9	5	10	6	4	3	6	5	host	gene-R0792_RS12400_gene_hutG	False	
gene-R0792_RS10620	86	70	85	68	35	79	71	67	63	37	64	45	host	gene-R0792_RS10620	False	
gene-R0792_RS01765	419	424	403	320	341	581	459	382	475	287	422	368	host	gene-R0792_RS01765	False	
gene-R0792_RS16055	418	459	440	386	214	477	425	335	435	289	418	388	host	gene-R0792_RS16055	False	
gene-R0792_RS26660	95	96	105	94	58	120	93	91	107	70	126	106	host	gene-R0792_RS26660	False	
gene-R0792_RS07415	16	25	29	15	4	23	26	9	31	18	25	17	host	gene-R0792_RS07415	False	
gene-R0792_RS27315	35	33	31	24	22	34	25	24	31	27	24	29	host	gene-R0792_RS27315	False	
gene-R0792_RS07515	9	15	18	9	4	15	8	9	20	9	21	20	host	gene-R0792_RS07515	False	
gene-R0792_RS05000	307	314	273	265	181	363	313	271	311	197	320	272	host	gene-R0792_RS05000	False	
gene-R0792_RS17620	11	10	18	9	13	20	20	14	15	22	27	22	host	tyrS	False	
gene-R0792_RS23310	5	6	2	4	4	6	4	8	12	10	11	5	host	gene-R0792_RS23310	False	
gene-R0792_RS17520	69	60	52	56	26	86	54	53	85	33	78	48	host	gene-R0792_RS17520	False	
gene-R0792_RS01170	201	257	302	252	78	333	263	201	254	93	160	140	host	gene-R0792_RS01170	False	
gene-R0792_RS27105	149	156	165	144	64	184	153	127	169	110	177	132	host	murJ	False	
gene-R0792_RS20400	9	15	12	14	6	5	15	7	24	6	18	10	host	gene-R0792_RS20400	False	
gene-R0792_RS09925	18	20	23	25	1	17	18	11	19	9	11	21	host	gene-R0792_RS09925	False	
gene-R0792_RS04725	54	88	62	43	50	55	55	55	44	32	59	59	host	gene-R0792_RS04725	False	
gene-R0792_RS11875	2	6	10	6	2	5	9	3	8	1	5	0	host	gene-R0792_RS11875	False	
gene-R0792_RS11985	29	45	51	35	15	50	45	15	70	29	41	23	host	gene-R0792_RS11985	False	
gene-R0792_RS29210	2	3	5	4	2	11	7	6	6	3	3	3	host	vreI	False	
gene-R0792_RS22505	31	44	59	34	23	50	57	33	65	28	47	31	host	gene-R0792_RS22505	False	
gene-R0792_RS16190	277	304	306	208	180	346	256	213	257	174	266	202	host	pcsA	False	
gene-R0792_RS22335	70	48	52	49	47	75	73	41	58	32	43	40	host	gene-R0792_RS22335	False	
gene-R0792_RS09545	264	345	390	325	113	417	321	235	407	200	305	224	host	nuoF	False	
gene-R0792_RS23985	38	40	34	22	11	50	35	22	58	38	51	50	host	gene-R0792_RS23985	False	
gene-R0792_RS07690	7	4	6	2	2	6	2	4	5	4	9	1	host	gene-R0792_RS07690	False	
gene-R0792_RS18925	244	216	203	203	160	233	190	172	176	138	209	186	host	gene-R0792_RS18925	False	
gene-R0792_RS30095	40	60	90	59	17	64	62	47	93	45	61	47	host	gene-R0792_RS30095	False	
gene-R0792_RS14335	161	181	205	167	83	216	189	117	245	112	173	131	host	gene-R0792_RS14335	False	
gene-R0792_RS19960	25	39	49	44	14	54	55	29	62	44	57	45	host	gene-R0792_RS19960	False	
gene-R0792_RS16385	15	21	10	13	10	21	14	14	13	7	18	14	host	gene-R0792_RS16385	False	
gene-R0792_RS06725	52	63	72	50	37	88	72	62	80	40	65	32	host	treS	False	
gene-R0792_RS15795	54	55	72	61	30	72	56	51	78	35	59	41	host	gene-R0792_RS15795	False	
gene-R0792_RS04785	492	433	324	448	269	399	325	340	372	256	328	302	host	gene-R0792_RS04785	False	
gene-R0792_RS26795	60	92	75	65	33	77	57	59	56	23	32	37	host	gene-R0792_RS26795	False	
gene-R0792_RS16950	466	436	373	355	274	494	408	387	355	242	386	324	host	rodA	False	
gene-R0792_RS18040	26	32	40	30	18	58	36	47	47	28	41	30	host	fptA	False	
gene-R0792_RS08255	415	545	493	443	164	441	362	294	259	135	215	151	host	glyA	False	
gene-R0792_RS17410	7	7	15	9	7	23	15	8	15	5	25	23	host	gene-R0792_RS17410	False	
gene-R0792_RS03870	6	8	12	10	2	9	10	9	17	9	9	4	host	gene-R0792_RS03870	False	
gene-R0792_RS28550	103	141	122	101	55	134	121	91	138	60	99	97	host	gene-R0792_RS28550	False	
gene-R0792_RS10900	24	32	44	33	17	56	47	32	58	35	40	34	host	gene-R0792_RS10900	False	
gene-R0792_RS16765	126	138	101	105	97	135	126	90	129	82	127	112	host	gene-R0792_RS16765	False	
gene-R0792_RS10555	3	3	6	4	0	4	4	2	4	1	4	2	host	gene-R0792_RS10555	False	
gene-R0792_RS16595	48	57	56	58	27	62	63	51	50	43	58	46	host	gene-R0792_RS16595	False	
gene-R0792_RS18870	19	33	23	18	4	28	13	14	22	13	22	15	host	gene-R0792_RS18870	False	
gene-R0792_RS09700	28	18	22	20	13	33	20	16	26	19	33	33	host	gene-R0792_RS09700	False	
gene-R0792_RS04500	102	105	95	69	47	87	82	66	66	38	73	37	host	pscD	False	
gene-R0792_RS11975	190	182	182	151	83	144	121	115	90	41	62	74	host	gene-R0792_RS11975	False	
gene-R0792_RS21485	289	394	389	340	156	413	361	281	447	228	370	281	host	prlC	False	
gene-R0792_RS26590	22	15	20	17	15	45	48	24	139	59	107	78	host	gene-R0792_RS26590	False	
gene-R0792_RS13120	141	134	109	115	89	140	127	101	119	61	103	100	host	gene-R0792_RS13120	False	
gene-R0792_RS27745	7	2	4	3	1	6	6	0	4	2	5	3	host	gene-R0792_RS27745	False	
gene-R0792_RS17810	5	8	11	10	4	13	13	7	11	10	12	9	host	gene-R0792_RS17810	False	
gene-R0792_RS09740	59	55	49	44	43	66	49	42	69	41	80	49	host	gene-R0792_RS09740	False	
gene-R0792_RS07845	14	19	20	19	1	8	8	9	3	3	4	1	host	gene-R0792_RS07845_gene_tssF	False	
gene-R0792_RS09645	16	18	18	21	12	18	28	10	29	7	19	20	host	gene-R0792_RS09645	False	
gene-R0792_RS16075	15	14	21	6	12	26	23	19	30	15	34	18	host	gene-R0792_RS16075	False	
gene-R0792_RS20265	19	37	26	25	7	41	28	22	28	21	24	30	host	gene-R0792_RS20265	False	
gene-R0792_RS23505	77	98	121	130	25	135	101	111	136	68	101	81	host	gene-R0792_RS23505	False	
gene-R0792_RS00805	59	66	67	63	43	87	78	65	102	57	85	83	host	gene-R0792_RS00805	False	
gene-R0792_RS11420	182	173	185	127	97	192	157	122	126	102	163	135	host	gene-R0792_RS11420	False	
gene-R0792_RS09055	3	10	3	7	0	11	4	5	9	1	3	6	host	gene-R0792_RS09055	False	
gene-R0792_RS25370	1	0	1	1	0	0	2	1	5	1	1	0	host	gene-R0792_RS25370	False	
gene-R0792_RS25605	26	23	26	21	13	35	29	26	43	30	30	23	host	gene-R0792_RS25605	False	
gene-R0792_RS07510	36	34	39	28	28	46	49	39	56	37	43	37	host	gene-R0792_RS07510	False	
gene-R0792_RS03070	445	540	420	451	307	549	421	410	418	226	374	359	host	fliN	False	
gene-R0792_RS00695	511	449	409	342	305	446	379	345	315	207	344	315	host	gene-R0792_RS00695	False	
gene-R0792_RS16450	7	7	13	11	5	17	23	6	26	14	22	10	host	gene-R0792_RS16450	False	
gene-R0792_RS02410	32	53	42	63	23	52	63	27	90	29	58	51	host	gene-R0792_RS02410	False	
gene-R0792_RS27830	180	186	210	191	110	267	242	194	382	236	370	297	host	zapE	False	
gene-R0792_RS08835	155	197	163	191	144	203	164	155	139	93	158	101	host	gene-R0792_RS08835	False	
gene-R0792_RS17515	600	656	559	482	340	665	521	412	561	315	510	418	host	bphP	False	
gene-R0792_RS00840	2	2	3	3	0	4	2	1	1	1	0	2	host	gene-R0792_RS00840	False	
gene-R0792_RS11990	30	32	32	28	12	28	25	17	27	18	23	27	host	gene-R0792_RS11990	False	
gene-R0792_RS21230	12	24	16	9	7	14	9	6	15	7	19	7	host	gene-R0792_RS21230	False	
gene-R0792_RS24410	144	125	120	138	81	194	146	128	214	130	189	150	host	gene-R0792_RS24410	False	
gene-R0792_RS27555	118	130	126	112	124	220	176	168	162	121	168	175	host	gene-R0792_RS27555	False	
gene-R0792_RS19860	100	108	137	119	47	119	122	95	154	92	153	112	host	gene-R0792_RS19860	False	
gene-R0792_RS15635	43	53	46	41	30	50	50	54	34	41	50	42	host	merT	False	
gene-R0792_RS06565	14	9	7	5	6	3	10	2	6	2	12	1	host	gene-R0792_RS06565	False	
gene-R0792_RS27040	187	255	285	188	136	364	325	216	420	187	340	216	host	gene-R0792_RS27040	False	
gene-R0792_RS04120	80	86	73	74	47	107	94	70	43	30	36	27	host	gene-R0792_RS04120	False	
gene-R0792_RS09650	9	10	17	15	8	19	18	8	38	3	20	13	host	gene-R0792_RS09650	False	
gene-R0792_RS17485	44	55	48	38	11	38	44	29	26	10	23	14	host	gene-R0792_RS17485	False	
gene-R0792_RS02545	35	32	42	36	10	41	31	28	53	8	31	25	host	gene-R0792_RS02545	False	
gene-R0792_RS23010	17	18	15	18	10	19	11	10	20	10	22	11	host	gene-R0792_RS23010	False	
gene-R0792_RS28300	210	206	245	176	124	289	252	167	321	176	245	228	host	hisC	False	
gene-R0792_RS01475	12	11	21	13	6	14	15	5	20	7	16	8	host	gene-R0792_RS01475	False	
gene-R0792_RS03235	127	194	234	220	44	202	179	123	281	135	204	115	host	ccmD	False	
gene-R0792_RS29565	8	5	7	6	3	9	9	4	13	6	6	6	host	gene-R0792_RS29565	False	
gene-DMS3-34	23	25	30	21	23	38	30	39	50	53	96	88	phage	gene-DMS3-34	False	
gene-R0792_RS13235	597	642	559	473	349	511	410	432	313	267	313	250	host	gene-R0792_RS13235	False	
gene-R0792_RS26245	162	179	189	180	64	215	205	143	237	130	178	143	host	gene-R0792_RS26245	False	
gene-R0792_RS06945	8	2	7	8	0	2	5	7	5	6	10	11	host	gene-R0792_RS06945	False	
gene-R0792_RS20060	79	77	94	57	45	85	58	53	97	43	64	54	host	gene-R0792_RS20060	False	
gene-R0792_RS29590	13	18	14	16	5	18	10	11	20	24	18	12	host	gene-R0792_RS29590	False	
gene-R0792_RS05745	2	1	1	0	1	3	1	1	1	1	2	1	host	gene-R0792_RS05745	False	
gene-R0792_RS23750	164	175	175	136	50	179	167	142	225	116	176	133	host	amgS	False	
gene-R0792_RS23680	90	114	100	81	38	107	92	70	112	41	62	66	host	gcvP	False	
gene-R0792_RS03295	6	3	7	2	0	3	3	2	4	3	8	5	host	gene-R0792_RS03295	False	
gene-R0792_RS20830	4	3	1	4	0	5	2	6	4	2	3	7	host	gene-R0792_RS20830	False	
gene-R0792_RS02625	1	1	0	3	1	0	2	1	1	1	0	0	host	gene-R0792_RS02625	False	
gene-R0792_RS00625	183	208	177	182	134	219	200	163	238	145	197	197	host	gene-R0792_RS00625	False	
gene-R0792_RS23185	375	450	388	337	260	473	291	315	368	254	385	351	host	gene-R0792_RS23185	False	
gene-R0792_RS07165	227	275	202	155	220	221	176	188	130	123	159	160	host	gene-R0792_RS07165	False	
gene-R0792_RS18680	32	37	31	33	18	56	44	35	67	59	107	75	host	gene-R0792_RS18680	False	
gene-R0792_RS16040	224	229	288	219	101	259	247	138	256	161	247	192	host	gene-R0792_RS16040	False	
gene-R0792_RS29235	0	7	4	4	0	3	5	1	5	0	4	2	host	gspI	False	
gene-R0792_RS06280	6	8	6	3	4	9	3	2	4	7	3	9	host	gene-R0792_RS06280	False	
gene-R0792_RS04980	147	181	170	159	64	174	168	131	143	83	165	119	host	gene-R0792_RS04980	False	
gene-R0792_RS24510	36	65	58	52	17	45	44	46	44	20	42	41	host	hslV	False	
gene-R0792_RS04140	19	18	25	9	9	30	20	12	34	9	19	22	host	gene-R0792_RS04140	False	
gene-R0792_RS29180	72	66	76	70	44	106	82	72	107	69	91	66	host	dnaE2	False	
gene-R0792_RS05020	166	159	147	135	82	154	163	113	162	89	148	109	host	rnhA	False	
gene-R0792_RS23620	422	533	472	508	210	509	407	357	424	301	464	389	host	gene-R0792_RS23620	False	
gene-R0792_RS07170	73	71	61	59	56	79	47	55	51	29	68	47	host	gene-R0792_RS07170	False	
gene-R0792_RS04600	65	82	77	55	42	88	70	63	82	41	71	54	host	gene-R0792_RS04600	False	
gene-R0792_RS14280	0	4	1	2	1	4	3	2	1	0	1	2	host	opmE	False	
gene-R0792_RS15815	318	368	408	412	144	247	248	221	210	93	125	121	host	gene-R0792_RS15815	False	
gene-R0792_RS01910	12	19	11	17	2	18	17	15	7	3	11	10	host	gene-R0792_RS01910	False	
gene-R0792_RS10295	82	79	94	74	85	192	154	118	324	212	314	205	host	gene-R0792_RS10295	False	
gene-R0792_RS06855	14	22	14	17	14	23	19	14	19	19	24	18	host	gene-R0792_RS06855	False	
gene-R0792_RS19260	9	10	6	7	6	9	6	13	15	7	7	8	host	gene-R0792_RS19260	False	
gene-R0792_RS30055	189	173	136	112	146	226	157	157	201	146	158	178	host	gene-R0792_RS30055	False	
gene-R0792_RS10550	13	13	13	7	8	15	17	15	16	8	14	7	host	gene-R0792_RS10550	False	
gene-R0792_RS22195	271	263	245	216	196	393	302	263	293	140	275	222	host	gene-R0792_RS22195	False	
gene-R0792_RS26970	113	131	130	107	55	134	113	81	140	66	109	73	host	gdhA	False	
gene-R0792_RS28340	141	137	196	143	58	206	166	134	287	142	230	147	host	gene-R0792_RS28340	False	
gene-R0792_RS09315	5	4	5	3	0	5	4	4	7	5	7	4	host	gene-R0792_RS09315	False	
gene-R0792_RS08165	3	1	2	0	0	2	3	0	7	0	5	2	host	gene-R0792_RS08165	False	
gene-R0792_RS03505	394	356	338	317	296	393	319	360	305	278	367	321	host	ffs	False	
gene-R0792_RS07790	2	2	1	0	0	1	7	2	6	1	8	7	host	gene-R0792_RS07790	False	
gene-R0792_RS21755	269	272	279	258	146	380	305	249	433	221	365	293	host	trkA	False	
gene-R0792_RS27580	126	125	121	128	184	209	146	150	117	137	148	179	host	gene-R0792_RS27580	False	
gene-R0792_RS11795	59	58	64	62	30	64	68	48	84	51	71	44	host	gene-R0792_RS11795	False	
gene-R0792_RS26890	97	120	112	123	50	144	109	85	115	66	83	66	host	gene-R0792_RS26890	False	
gene-R0792_RS00885	19	19	19	13	17	30	17	19	27	23	32	16	host	gene-R0792_RS00885	False	
gene-R0792_RS24035	8	13	17	16	2	14	8	14	15	6	9	4	host	gene-R0792_RS24035	False	
gene-R0792_RS20085	163	214	203	157	62	252	211	148	234	104	185	149	host	rpiA	False	
gene-R0792_RS22770	3	2	1	3	2	5	2	6	9	1	2	4	host	gene-R0792_RS22770	False	
gene-R0792_RS08695	5	6	9	6	5	9	14	7	7	4	10	11	host	gene-R0792_RS08695	False	
gene-R0792_RS25170	103	128	104	95	64	141	128	95	131	81	129	95	host	gene-R0792_RS25170	False	
gene-R0792_RS00740	218	215	217	180	163	313	262	187	218	121	238	215	host	mvfR	False	
gene-R0792_RS12185	15	14	18	17	4	18	24	18	40	13	18	18	host	gene-R0792_RS12185	False	
gene-R0792_RS09715	15	10	13	9	2	10	15	9	7	5	9	3	host	gene-R0792_RS09715	False	
gene-R0792_RS03960	196	238	231	162	145	242	198	167	203	132	222	196	host	gene-R0792_RS03960	False	
gene-R0792_RS17825	4	4	0	5	0	6	0	2	3	2	3	1	host	gene-R0792_RS17825	False	
gene-R0792_RS28825	71	72	59	55	51	77	58	52	65	50	82	61	host	gene-R0792_RS28825	False	
gene-R0792_RS24450	254	283	313	290	130	270	266	224	273	148	280	178	host	ubiB	False	
gene-R0792_RS20345	8	7	10	10	1	6	11	5	17	4	8	8	host	gene-R0792_RS20345	False	
gene-R0792_RS15540	30	36	28	30	15	43	43	26	34	17	39	29	host	gene-R0792_RS15540	False	
gene-R0792_RS21220	39	44	48	46	41	55	39	44	62	36	57	50	host	gene-R0792_RS21220	False	
gene-R0792_RS13680	5	12	11	7	1	7	8	9	15	5	8	5	host	tsaA	False	
gene-R0792_RS03750	72	85	87	98	29	91	98	57	112	54	76	56	host	gene-R0792_RS03750	False	
gene-R0792_RS15925	215	236	206	217	160	319	292	216	244	194	286	271	host	hscB	False	
gene-R0792_RS03730	107	142	116	114	56	144	125	116	146	72	110	110	host	gene-R0792_RS03730	False	
gene-R0792_RS05800	62	96	95	84	57	128	94	63	75	57	75	73	host	gene-R0792_RS05800	False	
gene-R0792_RS23255	102	93	95	86	60	112	102	77	99	39	96	70	host	pchP	False	
gene-R0792_RS14700	122	126	139	82	49	172	149	94	210	124	177	151	host	erdR	False	
gene-R0792_RS20430	108	81	75	64	80	86	61	77	59	39	71	59	host	gene-R0792_RS20430	False	
gene-R0792_RS20600	13	35	54	39	17	49	41	25	48	18	35	30	host	gene-R0792_RS20600	False	
gene-R0792_RS13400	90	130	126	118	48	164	137	100	154	75	118	72	host	gene-R0792_RS13400	False	
gene-R0792_RS22995	172	199	252	205	74	214	225	154	281	141	249	169	host	recG	False	
gene-R0792_RS23000	172	188	213	179	87	219	197	140	270	132	246	204	host	oxyR	False	
gene-R0792_RS12585	96	116	105	91	48	126	93	81	123	60	120	106	host	gene-R0792_RS12585	False	
gene-R0792_RS27995	11	13	16	11	4	6	8	9	9	3	8	5	host	gene-R0792_RS27995	False	
gene-R0792_RS02505	21	13	19	19	11	39	25	17	37	21	43	27	host	gene-R0792_RS02505	False	
gene-R0792_RS20355	16	15	12	15	7	25	26	13	30	12	29	28	host	gene-R0792_RS20355	False	
gene-R0792_RS22410	362	327	261	243	283	344	279	260	232	205	317	307	host	gene-R0792_RS22410	False	
gene-R0792_RS19040	140	155	154	142	53	189	174	119	165	109	150	120	host	gene-R0792_RS19040	False	
gene-R0792_RS02180	11	11	10	8	5	9	13	5	12	4	12	12	host	gene-R0792_RS02180	False	
gene-R0792_RS18840	333	316	228	224	241	293	249	241	223	176	225	240	host	gene-R0792_RS18840	False	
gene-R0792_RS22460	91	120	103	98	70	139	133	89	236	165	241	155	host	gene-R0792_RS22460	False	
gene-R0792_RS09735	54	58	49	36	43	59	53	48	24	45	51	44	host	gene-R0792_RS09735	False	
gene-R0792_RS05355	3	5	11	9	2	6	3	7	9	4	4	7	host	gene-R0792_RS05355	False	
gene-R0792_RS13175	36	38	43	33	23	35	40	32	36	24	47	31	host	tssI	False	
gene-R0792_RS28995	71	105	246	81	43	147	139	93	117	39	106	56	host	gene-R0792_RS28995	False	
gene-R0792_RS11740	142	164	211	144	71	258	203	132	166	75	133	88	host	gene-R0792_RS11740	False	
gene-R0792_RS07535	20	32	24	25	6	12	7	8	8	5	4	1	host	gene-R0792_RS07535	False	
gene-R0792_RS19730	150	175	186	146	62	198	182	134	184	75	145	88	host	czcD	False	
gene-R0792_RS10140	52	38	41	38	35	35	51	46	40	30	40	30	host	gene-R0792_RS10140	False	
gene-R0792_RS02450	35	41	39	42	31	63	40	34	45	27	50	42	host	cyoA	False	
gene-R0792_RS14645	13	11	19	13	9	24	16	14	16	8	10	15	host	gene-R0792_RS14645	False	
gene-R0792_RS19365	5	4	7	3	3	9	9	1	11	7	10	6	host	gene-R0792_RS19365	False	
gene-R0792_RS02650	20	14	28	16	6	27	12	8	29	15	18	16	host	gene-R0792_RS02650	False	
gene-R0792_RS17210	90	111	118	117	84	131	132	104	205	153	181	151	host	ribBA	False	
gene-R0792_RS13595	28	13	21	31	5	28	28	13	41	24	44	21	host	gene-R0792_RS13595	False	
gene-R0792_RS02565	184	190	176	130	94	198	138	132	139	127	164	150	host	gene-R0792_RS02565	False	
gene-R0792_RS22880	143	161	168	139	139	336	302	235	404	343	436	319	host	gene-R0792_RS22880	False	
gene-R0792_RS16565	44	49	59	46	13	49	47	31	45	34	40	40	host	gene-R0792_RS16565	False	
gene-R0792_RS17445	1	2	5	0	1	2	1	1	2	0	2	3	host	gene-R0792_RS17445	False	
gene-R0792_RS14170	76	92	131	92	36	104	110	70	137	68	115	98	host	gene-R0792_RS14170	False	
gene-R0792_RS08265	201	223	249	199	68	217	184	131	203	91	169	139	host	gcvH	False	
gene-R0792_RS29780	25	19	46	26	6	35	22	14	30	19	22	24	host	gene-R0792_RS29780	False	
gene-R0792_RS22095	78	95	103	76	47	122	100	76	151	86	118	119	host	ybaL	False	
gene-R0792_RS12245	250	256	225	228	131	300	229	213	261	153	260	194	host	uvrB	False	
gene-R0792_RS00330	42	54	51	47	25	51	34	52	59	36	60	48	host	dinB	False	
gene-R0792_RS03105	35	53	27	31	20	52	51	34	47	32	50	40	host	gene-R0792_RS03105	False	
gene-R0792_RS12430	67	81	70	63	28	77	82	53	130	60	118	76	host	gene-R0792_RS12430	False	
gene-R0792_RS17865	3	4	4	3	2	1	3	2	6	2	5	4	host	gene-R0792_RS17865	False	
gene-R0792_RS20220	329	399	390	380	168	371	293	235	218	128	194	189	host	gene-R0792_RS20220	False	
gene-R0792_RS25230	50	65	68	46	21	63	59	61	70	43	50	40	host	gene-R0792_RS25230	False	
gene-R0792_RS09810	14	25	38	27	14	37	20	25	44	18	44	21	host	gene-R0792_RS09810	False	
gene-R0792_RS28295	298	350	322	325	158	348	287	253	333	230	314	285	host	hisD	False	
gene-R0792_RS19595	237	187	218	159	147	264	204	182	161	107	183	181	host	mexR	False	
gene-R0792_RS11660	39	33	42	41	14	32	46	15	30	22	36	25	host	gene-R0792_RS11660	False	
gene-R0792_RS25190	62	66	82	60	30	57	68	49	42	32	38	36	host	nadE	False	
gene-R0792_RS02045	4	2	3	0	1	0	2	3	6	1	2	0	host	gene-R0792_RS02045	False	
gene-R0792_RS28695	63	56	63	43	163	98	79	78	143	84	120	104	host	gene-R0792_RS28695	False	
gene-R0792_RS06880	27	37	25	26	18	37	23	23	34	13	24	21	host	gene-R0792_RS06880	False	
gene-R0792_RS02190	3	1	4	3	1	0	3	0	5	0	0	2	host	gene-R0792_RS02190	False	
gene-R0792_RS02740	9	9	6	12	3	15	9	9	10	3	9	13	host	gene-R0792_RS02740	False	
gene-R0792_RS20225	418	481	445	404	274	455	311	346	262	216	321	261	host	gene-R0792_RS20225	False	
gene-R0792_RS17805	16	23	20	17	10	29	29	22	33	12	31	19	host	gene-R0792_RS17805	False	
gene-R0792_RS10160	25	21	13	12	17	25	13	17	23	9	14	19	host	gene-R0792_RS10160	False	
gene-R0792_RS22330	4	3	7	7	0	3	4	3	11	3	6	2	host	prfH	False	
gene-R0792_RS13630	4	9	2	13	2	6	14	7	5	6	2	3	host	gene-R0792_RS13630	False	
gene-R0792_RS30035	499	462	350	353	253	262	217	243	127	184	200	238	host	gene-R0792_RS30035	False	
gene-R0792_RS06495	2	13	5	4	1	6	5	3	9	2	5	4	host	gene-R0792_RS06495	False	
gene-R0792_RS03020	16	20	22	13	6	15	15	13	23	10	15	16	host	lapG	False	
gene-R0792_RS18100	319	294	332	403	119	333	297	247	386	207	355	252	host	gene-R0792_RS18100	False	
gene-R0792_RS12090	555	595	547	514	267	551	490	447	613	303	506	401	host	folC	False	
gene-R0792_RS29585	26	22	17	20	14	22	15	20	20	19	25	16	host	gene-R0792_RS29585	False	
gene-R0792_RS07655	12	20	33	19	3	26	16	18	35	14	25	16	host	gene-R0792_RS07655	False	
gene-R0792_RS02375	46	46	38	44	19	59	37	39	39	24	55	37	host	hxuC	False	
gene-R0792_RS05765	33	30	28	21	8	32	28	25	44	20	28	24	host	gene-R0792_RS05765	False	
gene-R0792_RS04330	154	182	168	137	134	226	154	164	180	95	179	124	host	gene-R0792_RS04330	False	
gene-R0792_RS08480	183	204	222	222	115	223	157	158	138	88	149	123	host	gene-R0792_RS08480	False	
gene-R0792_RS09655	17	32	51	32	6	43	28	31	50	23	30	33	host	gene-R0792_RS09655	False	
gene-R0792_RS27015	99	103	86	74	47	97	91	69	101	51	101	84	host	gene-R0792_RS27015	False	
gene-R0792_RS28680	18	26	23	35	14	32	30	29	57	29	36	26	host	gene-R0792_RS28680	False	
gene-R0792_RS16540	25	41	47	43	20	91	53	36	104	54	81	47	host	copA1	False	
gene-R0792_RS17660	13	11	8	7	1	11	8	6	7	6	6	10	host	gene-R0792_RS17660	False	
gene-R0792_RS05090	172	176	205	184	103	229	171	181	143	88	97	104	host	gene-R0792_RS05090	False	
gene-R0792_RS07210	1	5	7	5	4	4	6	6	6	2	0	2	host	gene-R0792_RS07210	False	
gene-R0792_RS27310	21	26	23	21	15	30	26	30	31	18	41	26	host	gene-R0792_RS27310	False	
gene-R0792_RS17425	78	107	85	91	71	129	81	84	116	70	90	88	host	gene-R0792_RS17425	False	
gene-R0792_RS20735	8	2	2	1	3	6	8	3	6	3	5	3	host	gene-R0792_RS20735	False	
gene-R0792_RS06985	2	2	4	2	2	2	1	5	2	0	1	2	host	gene-R0792_RS06985	False	
gene-R0792_RS10235	15	17	20	15	13	25	14	22	24	15	17	8	host	gene-R0792_RS10235	False	
gene-R0792_RS08810	14	15	8	12	3	17	21	6	25	2	21	12	host	gene-R0792_RS08810	False	
gene-R0792_RS00270	30	38	47	32	17	37	29	28	48	27	43	27	host	gene-R0792_RS00270	False	
gene-R0792_RS03695	21	28	26	22	9	31	19	17	31	8	35	18	host	gene-R0792_RS03695	False	
gene-R0792_RS02335	83	76	77	79	53	108	77	70	81	75	111	86	host	rnd	False	
gene-R0792_RS13930	52	69	72	66	34	88	65	56	112	54	102	64	host	folM	False	
gene-R0792_RS22915	28	43	30	35	15	33	31	30	50	23	39	39	host	phoR	False	
gene-R0792_RS24280	11	14	10	7	7	23	24	10	28	6	13	9	host	gene-R0792_RS24280_gene_hutH	False	
gene-R0792_RS16355	83	86	62	70	54	115	74	72	67	37	66	56	host	gene-R0792_RS16355	False	
gene-R0792_RS12015	42	76	58	40	13	52	53	43	65	25	51	29	host	xcpY	False	
gene-R0792_RS29230	4	4	3	1	1	1	2	2	2	1	1	4	host	gene-R0792_RS29230	False	
gene-R0792_RS25310	3	2	4	7	5	8	5	8	9	4	3	2	host	gene-R0792_RS25310	False	
gene-R0792_RS04935	32	35	42	39	40	45	30	41	50	34	54	40	host	parR	False	
gene-R0792_RS12615	46	73	84	52	53	81	58	49	44	35	66	52	host	gene-R0792_RS12615	False	
gene-R0792_RS16230	68	61	64	71	59	79	76	48	70	42	67	59	host	gene-R0792_RS16230	False	
gene-R0792_RS29100	393	567	371	293	240	387	330	284	276	218	278	250	host	gene-R0792_RS29100	False	
gene-R0792_RS03530	145	113	153	125	63	149	130	109	124	72	133	114	host	recR	False	
gene-R0792_RS14720	6	10	20	14	2	19	16	9	16	10	21	22	host	gene-R0792_RS14720	False	
gene-R0792_RS27910	215	169	136	156	153	209	171	175	93	103	125	116	host	gene-R0792_RS27910	False	
gene-R0792_RS00955	29	28	35	19	17	28	23	31	25	18	30	19	host	gene-R0792_RS00955	False	
